city,name,type,google_rating,status,source,source_date,notes
Seattle/PNW,A+ HK,casual,,open,google_maps_export,2026-03-26,Cantonese/Chinese
Seattle/PNW,Maneki,casual,,open,google_maps_export,2026-03-26,Japanese
Seattle/PNW,Hannyatou,casual,,open,google_maps_export,2026-03-26,Japanese
Seattle/PNW,Musashi's,casual,,open,google_maps_export,2026-03-26,Japanese
Seattle/PNW,May Kitchen + Bar,casual,4.7,open,google_maps_export,2026-03-26,Thai
Seattle/PNW,E-Jae Pak Mor,casual,4.8,open,google_maps_export,2026-03-26,Thai
Seattle/PNW,Streets of Singapore,casual,,open,google_maps_export,2026-03-26,SE Asian
Seattle/PNW,A Ma Chicken Rice,casual,,open,google_maps_export,2026-03-26,SE Asian
Seattle/PNW,Reunion Malaysian,casual,,open,google_maps_export,2026-03-26,SE Asian/Malaysian
Seattle/PNW,CheBogz,casual,,open,google_maps_export,2026-03-26,Filipino
Seattle/PNW,Mint & Martini,casual,,open,google_maps_export,2026-03-26,Indian
Seattle/PNW,Canteen by Meesha,casual,,open,google_maps_export,2026-03-26,Indian
Seattle/PNW,Kanishka,casual,,open,google_maps_export,2026-03-26,Indian
Seattle/PNW,TreeHouse Point,experience,,open,google_maps_export,2026-03-26,Weekend getaway
Seattle/PNW,A-frame cabin near Rainier,experience,,open,google_maps_export,2026-03-26,Weekend getaway
Seattle/PNW,Fletcher Bay Winery,experience,,open,google_maps_export,2026-03-26,Bainbridge Island winery
Seattle/PNW,Seven Apart Winery,experience,,open,google_maps_export,2026-03-26,Walla Walla winery
Seattle/PNW,Antinori Winery,experience,,open,google_maps_export,2026-03-26,Napa winery
Seattle/PNW,Broadcast Coffee,cafe,,open,google_maps_export,2026-03-26,
Seattle/PNW,Squirrel Chops,cafe,,open,google_maps_export,2026-03-26,
Seattle/PNW,Copper Tree Coffee House,cafe,4.9,open,google_maps_export,2026-03-26,
Seattle/PNW,URL Coffee,cafe,,open,google_maps_export,2026-03-26,
Seattle/PNW,Fable All Day,cafe,4.9,open,google_maps_export,2026-03-26,
Seattle/PNW,Day Made Kaffe Bar,cafe,,open,google_maps_export,2026-03-26,
Seattle/PNW,Konvene Coffee,cafe,4.9,open,google_maps_export,2026-03-26,
Seattle/PNW,Batch Baking Company,bakery,4.9,open,google_maps_export,2026-03-26,
Portland,ShoMon Kappo Sushi,fine_dining,4.8,open,google_maps_export,2026-03-26,"$100+"
Portland,Mucca Osteria,fine_dining,4.9,open,google_maps_export,2026-03-26,Italian
Portland,AKADI PDX,casual,4.7,open,google_maps_export,2026-03-26,West African
Portland,Arden Restaurant,fine_dining,4.7,open,google_maps_export,2026-03-26,
Portland,Han Oak,casual,,open,google_maps_export,2026-03-26,"Korean, $50-100"
Portland,Canard,casual,,open,google_maps_export,2026-03-26,"French, $50-100"
Portland,kann,fine_dining,,open,google_maps_export,2026-03-26,"Haitian, $100+"
Portland,Lechon,casual,,open,google_maps_export,2026-03-26,South American
Portland,Urdaneta,casual,4.8,open,google_maps_export,2026-03-26,
Portland,Bible Club PDX,bar,,open,google_maps_export,2026-03-26,
Portland,Deadshot,cocktail_bar,,open,google_maps_export,2026-03-26,
Portland,Teardrop Lounge,cocktail_bar,,open,google_maps_export,2026-03-26,
Portland,Too Soon,bar,,open,google_maps_export,2026-03-26,
Portland,Bellwether Bar,bar,,open,google_maps_export,2026-03-26,
Portland,Voysey,bar,,open,google_maps_export,2026-03-26,
Portland,Grandma's Secret,bar,,open,google_maps_export,2026-03-26,
Montreal,Automne Boulangerie,bakery,4.5,open,google_maps_export,2026-03-26,
Iceland,Gullfoss Waterfall,experience,,open,google_maps_export,2026-03-26,
